Time (s),ECG (V),PPG_Red,PPG_IR
26.496000,0.767709,338.133741,262.210759
26.504000,0.993550,340.181125,263.031675
26.512000,0.712873,343.952834,268.146565
26.520000,0.954827,337.506736,265.604240
26.528000,0.787095,342.036812,265.333151
26.536000,0.693536,340.330169,262.141456
26.544000,0.819322,339.077024,258.863467
26.552000,0.841932,345.895084,260.443321
26.560000,0.796764,338.088702,259.470763
26.568000,0.977386,343.994339,262.314570
26.576000,0.922550,340.094727,260.507119
26.584000,0.899991,340.076475,257.600447
26.592000,0.996773,336.709803,257.073624
26.600000,0.877432,339.455886,260.447442
26.608000,1.035496,342.849867,260.881866
26.616000,0.990327,343.409253,259.844213
26.624000,1.158059,338.438726,259.389329
26.632000,1.267732,339.615263,261.528714
26.640000,1.280623,339.247184,258.365694
26.648000,1.129004,341.780546,257.665167
26.656000,1.070945,342.663727,257.811901
26.664000,1.200005,342.027573,262.716197
26.672000,1.470964,338.429214,262.970058
26.680000,1.583859,338.407121,268.996441
26.688000,1.596750,336.395966,261.170607
26.696000,1.645141,338.855118,263.551234
26.704000,1.548409,337.987090,263.234731
26.712000,1.461295,340.661643,259.415934
26.720000,1.490300,331.601858,257.703408
26.728000,2.109664,332.629489,258.214733
26.736000,2.312895,338.112829,262.301191
26.744000,1.677418,338.734555,259.422125
26.752000,0.683868,338.962155,259.905626
26.760000,0.545141,336.723464,259.591407
26.768000,0.635477,331.750363,262.788334
26.776000,0.525805,337.109482,257.609529
26.784000,0.551586,331.715871,263.662847
26.792000,0.609645,336.127517,259.852652
26.800000,0.561254,336.371968,257.947520
26.808000,0.651591,334.660822,259.948519
26.816000,0.577418,341.141364,255.860292
26.824000,0.677423,332.501992,259.764124
26.832000,0.758041,341.764965,261.284782
26.840000,0.735482,334.998639,258.853749
26.848000,0.961273,336.415325,262.640177
26.856000,0.809654,336.145184,256.383378
26.864000,0.816100,333.242474,263.287643
26.872000,1.032273,340.010544,264.100969
26.880000,0.974163,336.713401,258.639279
26.888000,1.009664,343.605834,261.229181
26.896000,1.090332,335.034302,266.704184
26.904000,0.974163,335.905536,259.847232
26.912000,1.080613,333.894553,264.379398
26.920000,1.093555,335.299260,266.920016
26.928000,1.090332,331.731434,266.463597
26.936000,1.045164,338.640555,263.747788
26.944000,0.996773,332.431058,271.844889
26.952000,1.009664,340.015602,262.517774
26.960000,1.041941,335.061822,263.449426
26.968000,1.045164,336.593911,265.682895
26.976000,1.035496,333.523994,261.082596
26.984000,0.838709,338.353043,263.644191
26.992000,0.832264,335.538076,260.765748
27.000000,0.783873,339.341924,266.108511
27.008000,0.716095,335.706679,264.916017
27.016000,0.858045,333.052178,260.551252
27.024000,0.825818,337.322987,269.804551
27.032000,0.867713,340.842885,264.373690
27.040000,0.903214,334.092830,261.539241
27.048000,0.874159,338.153584,262.411034
27.056000,1.029000,336.724760,259.527923
27.064000,0.945159,336.092858,263.355757
27.072000,0.983882,340.178985,263.474466
27.080000,0.848377,334.967080,263.864557
27.088000,0.909659,341.423365,262.335777
27.096000,0.999995,337.916061,265.943128
27.104000,0.980659,338.726242,266.994406
27.112000,0.951604,338.768005,266.998777
27.120000,1.006441,336.548174,263.069413
27.128000,1.012886,333.640030,262.857143
27.136000,0.919327,337.711209,261.653711
27.144000,0.932268,340.481808,266.328446
27.152000,0.954827,341.054494,266.615230
27.160000,0.951604,336.772977,261.659964
27.168000,0.999995,338.912742,265.554609
27.176000,0.970941,337.341155,264.290184
27.184000,0.961273,339.187771,269.115514
27.192000,1.022554,340.943654,265.613108
27.200000,1.100000,334.330473,262.780212
27.208000,0.967718,337.563709,263.989392
27.216000,1.019332,340.469249,261.152624
27.224000,1.012886,337.501286,266.681931
27.232000,1.035496,332.263550,265.857634
27.240000,1.061277,340.497243,260.321803
27.248000,1.183841,335.547484,260.644131
27.256000,0.996773,336.935571,264.037692
27.264000,0.977386,341.565553,265.671792
27.272000,1.090332,344.757784,261.312233
27.280000,0.858045,342.301179,261.554213
27.288000,0.996773,338.173171,265.369722
27.296000,0.990327,339.419730,260.272124
27.304000,0.945159,335.885421,263.827368
27.312000,1.016109,337.186494,260.343571
27.320000,0.954827,345.554682,263.598976
27.328000,0.935491,339.652521,251.215624
27.336000,1.083886,342.833311,259.698000
27.344000,0.954827,338.994939,262.410792
27.352000,0.951604,339.448465,257.873585
27.360000,1.012886,343.441957,259.198564
27.368000,1.458073,344.820082,257.363504
27.376000,1.906432,340.408036,256.010373
27.384000,2.225832,336.343730,269.275336
27.392000,1.590304,335.720050,260.530675
27.400000,0.983882,342.349730,262.170623
27.408000,0.599977,340.216170,261.667635
27.416000,0.812877,337.051385,258.409357
27.424000,0.748373,342.662240,258.096186
27.432000,0.841932,340.509009,259.988840
27.440000,0.729036,341.644452,255.001338
27.448000,0.738705,333.368518,258.049387
27.456000,0.767709,335.483986,258.695275
27.464000,0.793541,337.693075,254.937934
27.472000,0.845154,334.038082,261.028901
27.480000,0.967718,337.009608,261.357542
27.488000,0.864491,338.426213,262.337114
27.496000,1.100000,336.943180,261.894574
27.504000,0.961273,339.044740,261.505506
27.512000,0.987105,335.697245,257.582113
27.520000,1.100000,339.781003,263.104053
27.528000,1.054832,333.157937,260.511065
27.536000,1.048386,336.579171,266.273533
27.544000,1.287068,333.722247,264.352779
27.552000,1.180618,333.852836,257.048269
27.560000,1.196782,335.095269,265.429536
27.568000,1.206450,335.900477,261.764066
27.576000,1.116114,328.434057,254.919316
27.584000,1.090332,335.508287,257.216663
27.592000,1.167727,337.989665,262.253505
27.600000,1.235454,339.124699,262.846207
27.608000,1.067723,328.819442,260.469607
27.616000,1.064500,336.513061,262.567005
27.624000,1.154836,335.626790,263.358328
27.632000,0.945159,338.208816,259.359819
27.640000,0.974163,336.518298,261.232836
27.648000,0.874159,333.650606,262.286224
27.656000,0.854823,336.533910,260.042423
27.664000,0.880655,338.161501,261.325769
27.672000,0.954827,335.503195,263.444724
27.680000,1.035496,334.280692,258.297912
27.688000,0.861268,334.261058,262.292376
27.696000,0.948382,334.949749,266.815738
27.704000,0.983882,341.262197,261.732296
27.712000,1.022554,336.351045,263.821682
27.720000,0.983882,334.286183,265.254066
27.728000,0.974163,334.675137,260.065406
27.736000,0.938714,337.338372,265.834451
27.744000,1.045164,334.980494,269.854245
27.752000,0.983882,336.024853,263.796193
27.760000,0.999995,338.070534,263.179359
27.768000,0.912882,336.978275,261.326335
27.776000,1.058054,337.010471,263.098465
27.784000,0.887100,333.691131,260.398567
27.792000,0.993550,336.948093,262.575210
27.800000,0.945159,339.318907,264.335887
27.808000,0.867713,335.962699,262.234674
27.816000,0.970941,331.530781,262.282478
27.824000,0.999995,338.010066,261.676622
27.832000,0.780650,332.344278,263.347410
27.840000,0.893545,341.240844,265.124470
27.848000,0.977386,335.017652,262.964184
27.856000,0.787095,335.796157,269.341426
27.864000,0.929046,335.235354,265.358698
27.872000,0.941936,337.092635,268.686336
27.880000,1.048386,341.762591,259.470110
27.888000,0.780650,340.335202,262.436758
27.896000,0.996773,339.267526,261.067986
27.904000,0.780650,336.785501,260.888396
27.912000,0.693536,334.584212,265.106153
27.920000,0.822545,338.111427,271.558995
27.928000,0.758041,343.110789,265.991923
27.936000,0.754818,338.216381,263.421143
27.944000,0.835486,336.162996,268.344857
27.952000,0.883877,339.333789,264.827390
27.960000,0.803209,335.863824,267.745419
27.968000,0.787095,342.204950,267.964109
27.976000,0.935491,340.144140,263.180579
27.984000,0.758041,336.558131,260.209947
27.992000,0.770932,339.510331,268.709447
28.000000,1.470964,334.930357,261.148773
28.008000,2.148386,335.584024,261.889782
28.016000,2.087105,337.448000,262.867556
28.024000,1.074168,331.747540,258.543627
28.032000,0.570973,337.593715,262.681799
28.040000,0.748373,342.941690,265.914973
28.048000,0.583864,339.974403,265.226400
28.056000,0.619364,341.476955,265.385858
28.064000,0.658036,340.982584,261.008905
28.072000,0.519359,339.233123,259.433912
28.080000,0.777427,342.069719,259.555219
28.088000,0.867713,341.826175,255.647190
28.096000,0.790318,341.325040,261.142523
28.104000,0.890323,340.588719,260.400683
28.112000,0.761263,338.994407,264.232778
28.120000,0.922550,339.878883,257.983468
28.128000,0.932268,342.165602,257.675204
28.136000,0.983882,335.290598,259.272382
28.144000,1.003218,340.252953,261.801096
28.152000,0.987105,340.485167,258.408527
28.160000,0.999995,338.179964,260.120465
28.168000,1.093555,342.202331,260.315230
28.176000,1.103223,340.119408,259.451318
28.184000,1.061277,339.568821,257.948361
28.192000,1.219341,339.171164,259.711137
28.200000,1.132227,343.512905,256.674539
28.208000,1.154836,339.018886,262.174421
28.216000,1.109668,338.987330,264.239056
28.224000,1.048386,340.400857,262.356134
28.232000,1.135500,340.586944,258.122106
28.240000,0.993550,338.307414,260.861491
28.248000,1.025777,339.800736,261.822799
28.256000,0.945159,338.020701,260.700662
28.264000,0.967718,340.771709,259.643124
28.272000,0.899991,338.462711,260.205136
28.280000,0.864491,334.900725,257.562078
28.288000,0.996773,335.983187,259.742866
28.296000,0.945159,338.449858,264.768108
28.304000,1.038718,336.157815,264.801302
28.312000,0.870936,337.017220,259.011883
28.320000,0.887100,337.332761,262.464278
28.328000,1.022554,336.628996,258.595719
28.336000,0.974163,332.534749,258.204474
28.344000,1.012886,333.224615,257.054186
28.352000,0.987105,337.001778,256.844963
28.360000,0.961273,337.018770,260.395632
28.368000,1.016109,334.053080,261.167808
28.376000,0.903214,339.200304,267.782327
28.384000,1.151614,341.397429,254.694995
28.392000,0.977386,339.801642,261.384054
28.400000,0.825818,336.675236,259.613758
28.408000,0.987105,338.527658,259.990935
28.416000,0.948382,336.671650,259.703370
28.424000,0.935491,333.778596,257.063982
28.432000,1.032273,338.007651,264.194531
28.440000,1.064500,333.253703,259.043059
28.448000,1.032273,332.531761,263.534383
28.456000,1.087109,338.274414,266.319086
28.464000,1.016109,336.621920,263.303624
28.472000,1.058054,339.686848,263.583856
28.480000,1.022554,336.511249,265.494766
28.488000,1.222564,336.209691,257.629341
28.496000,1.193559,333.071396,269.176154
28.504000,1.080613,338.299234,263.858868
28.512000,0.964495,337.472959,258.171062
28.520000,1.145168,335.590391,265.755473
28.528000,0.829041,333.322825,260.158250
28.536000,1.051609,331.051799,264.206240
28.544000,0.983882,336.879728,266.392913
28.552000,0.948382,339.087292,262.444960
28.560000,1.006441,333.780580,258.289278
28.568000,0.970941,331.774737,261.762176
28.576000,0.974163,332.642290,257.647443
28.584000,1.038718,334.888161,262.762188
28.592000,1.009664,340.996163,260.093982
28.600000,0.912882,342.357853,265.734752
28.608000,1.245173,339.167306,265.748039
28.616000,1.893541,338.864317,257.329902
28.624000,2.500014,341.695616,257.846139
28.632000,2.080659,335.505738,260.482903
28.640000,1.074168,344.637552,261.688286
28.648000,0.809654,336.516255,262.523206
28.656000,0.796764,343.886772,263.363355
28.664000,0.790318,340.047683,264.673521
28.672000,0.751595,339.620967,261.034140
28.680000,0.712873,338.415415,262.077098
28.688000,0.845154,338.650462,264.218641
28.696000,0.970941,338.294358,263.200699
28.704000,0.851600,341.312209,266.183518
28.712000,0.890323,346.036282,264.996017
28.720000,1.022554,342.296530,267.032555
28.728000,0.951604,333.388582,268.086351
28.736000,0.967718,335.643066,266.668175
28.744000,1.012886,337.316105,263.602165
28.752000,1.058054,334.504234,265.799953
28.760000,1.016109,340.016221,265.926431
28.768000,1.138723,337.847226,265.159567
28.776000,1.158059,333.536350,265.045898
28.784000,1.141946,341.362696,264.008180
28.792000,1.200005,339.276708,261.450227
28.800000,1.167727,341.036080,259.808430
28.808000,1.229009,340.814948,260.491229
28.816000,1.248396,338.415783,266.594273
28.824000,1.167727,339.568771,263.796204
28.832000,1.048386,342.592529,262.851040
28.840000,1.196782,342.786569,263.523123
28.848000,1.074168,341.239756,260.457184
28.856000,1.151614,340.859113,261.112689
28.864000,1.061277,341.063488,263.814564
28.872000,0.987105,341.747100,261.376462
28.880000,0.912882,340.539806,263.539168
28.888000,0.922550,340.603306,264.854068
28.896000,0.864491,341.997549,262.486500
28.904000,0.961273,344.050708,260.329340
28.912000,0.874159,337.383310,257.763798
28.920000,0.964495,338.527310,259.339636
28.928000,0.967718,342.420720,261.098629
28.936000,1.022554,338.848550,256.552422
28.944000,1.003218,335.807857,261.714143
28.952000,0.974163,338.743918,258.640082
28.960000,1.016109,338.833059,261.148102
28.968000,0.945159,338.851268,262.446170
28.976000,1.029000,343.442341,260.260379
28.984000,1.048386,339.255857,259.746865
28.992000,1.054832,334.952482,259.251102
29.000000,1.074168,336.832516,260.912309
29.008000,1.074168,333.136659,262.580293
29.016000,1.016109,338.616598,257.932230
29.024000,1.016109,340.643427,263.029621
29.032000,1.109668,340.077892,261.567388
29.040000,1.038718,339.084498,260.559250
29.048000,1.064500,334.846092,259.851654
29.056000,0.948382,338.127597,267.655970
29.064000,1.100000,341.636322,256.544072
29.072000,1.038718,335.355360,256.643043
29.080000,1.064500,341.800985,254.463945
29.088000,1.051609,336.780089,264.171786
29.096000,1.151614,334.876649,257.493947
29.104000,1.161282,341.442429,258.109813
29.112000,1.319345,333.483218,263.792723
29.120000,1.154836,337.622000,264.264059
29.128000,1.174173,343.307105,258.751918
29.136000,1.090332,335.663323,260.004440
29.144000,1.064500,332.629430,259.357798
29.152000,0.941936,332.561065,260.466341
29.160000,1.083886,329.396903,254.920402
29.168000,0.999995,332.897023,255.782242
29.176000,1.100000,332.462715,262.187915
29.184000,0.974163,337.365399,258.564519
29.192000,1.041941,331.479662,258.717330
29.200000,1.025777,337.101347,259.847959
29.208000,1.080613,340.251357,257.984839
29.216000,1.035496,336.201742,260.217457
29.224000,1.022554,338.823843,259.739553
29.232000,1.296786,336.401584,264.279859
29.240000,1.812923,332.870289,258.135869
29.248000,2.512905,338.713605,262.761467
29.256000,2.245168,342.194716,266.284477
29.264000,1.141946,339.526304,260.868866
29.272000,0.770932,332.508812,259.059675
29.280000,0.790318,341.172166,266.612991
29.288000,0.729036,334.452951,268.849469
29.296000,0.758041,333.386970,260.860232
29.304000,0.841932,334.848927,266.355840
29.312000,0.806432,330.296416,261.489105
29.320000,0.954827,338.871300,259.543164
29.328000,0.848377,340.469386,261.964118
29.336000,0.925772,326.139002,254.465927
29.344000,0.961273,330.543920,265.203999
29.352000,0.899991,340.137890,259.876791
29.360000,1.022554,337.235703,259.639884
29.368000,1.025777,331.746693,260.428430
29.376000,0.999995,338.392545,260.458364
29.384000,1.083886,333.543689,263.797090
29.392000,1.048386,336.511450,266.322176
29.400000,1.093555,338.540198,265.607395
29.408000,1.096777,338.075700,257.774228
29.416000,1.074168,337.677660,260.850799
29.424000,1.274177,339.600817,264.504735
29.432000,1.154836,341.628151,264.593142
29.440000,1.174173,338.336682,267.082453
29.448000,1.132227,335.022006,263.917167
29.456000,1.180618,339.461364,264.492088
29.464000,1.167727,340.677392,267.728038
29.472000,1.122559,338.655867,265.334082
29.480000,1.148391,333.561771,262.529905
29.488000,0.996773,341.700905,265.411591
29.496000,1.058054,335.620294,262.346596
29.504000,0.832264,336.938723,266.049213
29.512000,0.954827,333.846214,266.075841
29.520000,0.864491,334.535389,266.681220
29.528000,0.951604,338.802939,266.109450
29.536000,0.864491,334.485630,264.395269
29.544000,0.867713,336.715948,263.950990
29.552000,0.816100,340.337484,263.066990
29.560000,0.961273,337.033715,265.481190
29.568000,0.877432,339.197796,266.189092
29.576000,1.016109,338.012148,264.290782
29.584000,0.909659,342.084925,262.637142
29.592000,1.041941,336.727729,263.509358
29.600000,0.954827,340.428175,266.416023
29.608000,0.999995,340.310091,259.234130
29.616000,0.961273,337.915227,264.365938
29.624000,0.999995,338.978704,262.549884
29.632000,0.935491,334.620881,259.145179
29.640000,0.919327,340.975724,260.040936
29.648000,0.958050,341.111731,263.002157
29.656000,1.100000,336.831586,259.659536
29.664000,0.945159,343.679545,264.230244
29.672000,0.983882,347.471777,256.069316
29.680000,0.974163,336.781448,257.018466
29.688000,0.970941,340.917435,258.464524
29.696000,0.961273,340.129666,259.640079
29.704000,0.938714,341.178968,259.676556
29.712000,0.909659,332.381657,257.725776
29.720000,1.009664,336.590841,261.625500
29.728000,0.925772,341.312289,259.073505
29.736000,1.077391,341.849021,260.528843
29.744000,1.006441,335.585959,255.052988
29.752000,1.109668,344.771640,259.939044
29.760000,1.058054,342.701157,259.924150
29.768000,0.974163,337.999423,256.864999
29.776000,1.009664,345.348049,260.397316
29.784000,0.974163,340.812976,260.501672
29.792000,0.929046,339.427008,261.395717
29.800000,0.861268,336.914166,259.461023
29.808000,0.893545,336.422614,262.235868
29.816000,0.948382,334.272627,266.233344
29.824000,0.945159,337.361878,261.283741
29.832000,1.012886,342.850633,255.296334
29.840000,0.819322,336.077732,267.279774
29.848000,1.006441,337.953381,257.581408
29.856000,1.012886,333.093845,259.885563
29.864000,0.954827,334.723116,265.438044
29.872000,1.222564,335.324093,259.188820
29.880000,1.583859,334.253322,258.090915
29.888000,2.303227,336.451029,261.972611
29.896000,2.064546,333.100198,259.435565
29.904000,1.174173,334.894240,261.459232
29.912000,0.867713,339.651562,259.161572
29.920000,0.696759,337.100582,260.939619
29.928000,0.703204,335.799375,262.361430
29.936000,0.735482,335.073306,260.122497
29.944000,0.729036,331.009702,259.674269
29.952000,0.761263,333.111767,260.148206
29.960000,0.858045,335.477971,263.414673
29.968000,0.816100,342.257668,254.754956
29.976000,0.874159,335.874671,259.951758
29.984000,0.874159,337.234572,259.366507
29.992000,0.980659,333.829081,267.865479
30.000000,0.912882,335.875692,264.616582
30.008000,0.964495,338.583434,260.699040
30.016000,1.129004,336.988972,259.733591
30.024000,0.896768,338.597068,263.982179
30.032000,1.038718,335.744835,262.944009
30.040000,1.135500,334.483147,262.712384
30.048000,1.061277,329.080501,258.969459
30.056000,1.116114,338.057337,258.788520
30.064000,1.100000,336.912162,262.266526
30.072000,1.183841,333.989539,263.292407
30.080000,1.138723,337.214088,264.622884
30.088000,1.219341,335.187534,261.679355
30.096000,0.948382,326.863106,264.415408
30.104000,1.190336,335.388645,259.794715
30.112000,1.051609,335.686131,268.386140
30.120000,1.090332,337.410022,266.948291
30.128000,0.948382,333.016994,264.948493
30.136000,1.003218,336.610153,263.757022
30.144000,0.880655,334.245572,264.613604
30.152000,0.999995,336.901828,264.969288
30.160000,0.806432,339.305202,265.605891
30.168000,0.845154,340.104791,260.655781
30.176000,0.909659,338.717424,269.456661
30.184000,0.935491,336.301595,261.921766
30.192000,0.948382,334.154052,260.262008
30.200000,0.861268,333.952705,264.461093
30.208000,1.003218,336.798981,265.301057
30.216000,1.009664,340.077220,264.317196
30.224000,0.935491,342.687665,267.889221
30.232000,1.006441,339.223886,270.348598
30.240000,0.864491,342.418238,265.893190
30.248000,1.051609,339.753814,266.548833
30.256000,0.916104,334.181856,264.591092
30.264000,0.958050,342.223677,266.974403
30.272000,1.003218,338.193665,266.720486
30.280000,0.983882,334.709093,269.288508
30.288000,0.951604,336.084328,266.654005
30.296000,0.977386,336.739475,264.959944
30.304000,1.006441,340.106851,264.326411
30.312000,0.945159,341.968417,265.690583
30.320000,1.106445,341.524017,265.530788
30.328000,0.932268,339.099052,265.448075
30.336000,0.909659,332.029754,271.127912
30.344000,0.935491,340.884268,268.131669
30.352000,0.967718,337.138761,262.878690
30.360000,1.058054,346.318513,266.361822
30.368000,0.858045,342.488119,263.877042
30.376000,1.187114,339.967822,259.643777
30.384000,1.090332,337.584218,261.655765
30.392000,1.129004,341.881225,261.459806
30.400000,1.038718,341.167200,260.001372
30.408000,0.996773,345.113498,257.415491
30.416000,0.964495,340.725831,259.245322
30.424000,0.945159,339.391591,256.592045
30.432000,1.006441,342.764397,259.626106
30.440000,0.967718,342.749632,260.043977
30.448000,0.945159,341.566915,259.568986
30.456000,0.919327,338.808773,263.165745
30.464000,0.990327,340.630524,263.674956
30.472000,1.048386,342.297605,259.096529
30.480000,0.941936,340.943591,256.720239
30.488000,1.012886,339.135270,265.095269
30.496000,0.896768,340.838844,256.090439
30.504000,1.067723,333.538303,258.852857
30.512000,1.845150,340.117359,259.913223
30.520000,2.345173,333.397274,256.699753
30.528000,2.103218,335.487923,260.282914
30.536000,1.109668,339.798131,258.039872
30.544000,0.806432,336.373242,257.095084
30.552000,0.635477,341.982520,257.909964
30.560000,0.777427,340.875985,256.527813
30.568000,0.719318,332.656278,262.482262
30.576000,0.758041,334.881479,263.852842
30.584000,0.754818,329.200265,262.474268
30.592000,0.806432,339.303411,258.260910
30.600000,0.877432,336.715326,259.905524
30.608000,0.874159,336.069964,259.025718
30.616000,0.848377,332.533810,261.050162
30.624000,0.970941,337.167403,258.363699
30.632000,1.041941,338.074431,264.533406
30.640000,0.970941,335.850106,260.100804
30.648000,1.106445,336.888666,261.540542
30.656000,1.093555,339.331991,261.548441
30.664000,1.051609,337.212096,257.734885
30.672000,1.145168,338.203716,257.163095
30.680000,1.100000,339.097044,255.286629
30.688000,1.170950,334.730172,258.773231
30.696000,1.125782,339.012240,263.859456
30.704000,1.203227,340.361261,255.204820
30.712000,1.193559,334.692221,261.470103
30.720000,1.158059,336.816302,259.853943
30.728000,1.151614,336.646983,261.589175
30.736000,1.264509,340.316241,260.644447
30.744000,1.164504,333.801856,266.824570
30.752000,1.161282,333.556132,262.726307
30.760000,1.054832,336.156065,262.837229
30.768000,1.022554,331.469235,261.756062
30.776000,1.051609,335.590495,268.002786
30.784000,0.945159,334.615161,265.023240
30.792000,1.054832,330.957388,260.830711
30.800000,0.841932,340.860128,256.451811
30.808000,1.012886,331.880248,263.703026
30.816000,0.987105,334.512988,264.441207
30.824000,1.016109,334.036165,265.434252
30.832000,0.880655,338.120718,260.917702
30.840000,1.119336,336.036936,261.210713
30.848000,1.048386,333.812058,260.447636
30.856000,0.999995,334.438489,269.581267
30.864000,1.067723,337.588360,262.639879
30.872000,0.819322,333.796797,261.906034
30.880000,1.054832,332.057871,263.381823
30.888000,1.087109,341.818832,258.321721
30.896000,0.938714,337.815621,261.203076
30.904000,0.887100,334.827693,265.412481
30.912000,0.919327,336.317674,262.888042
30.920000,0.958050,338.349769,257.654325
30.928000,0.848377,335.120187,263.735784
30.936000,1.045164,338.630219,263.820421
30.944000,0.777427,335.084659,268.367392
30.952000,0.925772,347.729557,264.668895
30.960000,0.996773,341.607871,265.612461
30.968000,0.858045,343.749818,263.951536
30.976000,1.074168,344.186246,265.107785
30.984000,0.970941,335.824961,268.005158
30.992000,0.967718,339.676488,263.770469
31.000000,0.970941,340.960512,269.321610
31.008000,1.096777,337.895850,266.214414
31.016000,1.067723,338.770739,266.373316
31.024000,0.929046,332.856015,266.407970
31.032000,1.064500,342.635295,265.021123
31.040000,0.999995,339.176504,259.849979
31.048000,0.899991,341.223362,267.314806
31.056000,0.887100,339.847952,259.002314
31.064000,0.958050,337.959937,264.050816
31.072000,0.961273,339.653616,260.878518
31.080000,0.887100,342.519421,262.492868
31.088000,0.961273,338.230353,264.157205
31.096000,0.948382,337.620797,266.903946
31.104000,1.029000,335.985964,268.101506
31.112000,1.051609,343.144447,263.173850
31.120000,0.735482,333.985666,268.304532
31.128000,1.116114,336.738168,268.956859
31.136000,1.761309,343.231475,264.008314
31.144000,2.287114,334.056061,263.424043
31.152000,2.145164,339.553283,265.384231
31.160000,1.106445,341.135445,265.665786
31.168000,0.816100,341.027316,259.945087
31.176000,0.658036,336.182271,262.826672
31.184000,0.699982,342.597289,258.713538
31.192000,0.854823,334.031099,261.612494
31.200000,0.777427,337.623755,256.977070
31.208000,0.832264,336.075105,260.017289
31.216000,0.903214,342.105940,261.358104
31.224000,0.809654,343.016979,259.591057
31.232000,0.880655,336.105592,260.406383
31.240000,1.025777,342.927129,259.449797
31.248000,0.903214,341.210083,262.020291
31.256000,1.054832,334.689060,262.147236
31.264000,1.061277,342.098926,259.562155
31.272000,0.951604,338.982063,257.563353
31.280000,1.083886,341.981330,256.334326
31.288000,1.174173,335.742732,258.903859
31.296000,1.119336,341.208869,261.231245
31.304000,1.064500,336.152549,260.460420
31.312000,1.238727,336.851878,261.688279
31.320000,1.154836,338.686532,261.086347
31.328000,1.138723,341.999481,261.872989
31.336000,1.158059,340.236456,261.945281
31.344000,1.116114,340.031642,262.459364
31.352000,1.177395,329.512089,257.598502
31.360000,1.219341,335.977431,260.914164
31.368000,1.180618,332.895181,259.174818
31.376000,0.941936,333.004658,265.040777
31.384000,1.009664,333.450794,258.572046
31.392000,1.029000,333.748731,257.703224
31.400000,0.851600,334.541167,263.659492
31.408000,0.954827,336.563832,261.906009
31.416000,0.925772,335.907719,258.703813
31.424000,0.812877,334.840975,256.116518
31.432000,0.832264,331.950932,255.893552
31.440000,0.945159,329.897770,263.057223
31.448000,0.912882,333.494727,266.600334
31.456000,0.970941,336.428996,262.982812
31.464000,0.929046,334.593455,262.286974
31.472000,1.141946,336.968087,257.124183
31.480000,1.093555,336.745708,260.335591
31.488000,0.951604,336.006268,268.045631
31.496000,1.012886,336.991646,258.931692
31.504000,1.032273,337.729259,260.756773
31.512000,1.090332,334.545095,261.182492
31.520000,0.987105,339.717281,263.647177
31.528000,0.993550,334.257298,261.675671
31.536000,1.096777,335.838702,264.834816
31.544000,1.087109,339.307861,259.167589
31.552000,1.051609,336.123035,260.035299
31.560000,1.041941,331.396431,263.241785
31.568000,0.980659,333.518266,263.774389
31.576000,1.029000,335.146689,262.916747
31.584000,0.983882,335.392121,261.956589
31.592000,0.964495,334.221582,264.131901
31.600000,1.070945,334.845803,262.243176
31.608000,1.141946,340.993827,263.030453
31.616000,1.064500,333.618607,264.038905
31.624000,1.074168,332.068261,263.395612
31.632000,1.058054,333.160962,262.616460
31.640000,1.129004,336.255276,263.782633
31.648000,1.100000,340.012962,261.018564
31.656000,1.077391,334.007234,261.216995
31.664000,1.138723,338.839360,258.698642
31.672000,1.177395,335.914703,267.272565
31.680000,1.080613,334.027977,262.990113
31.688000,1.035496,334.502761,258.112436
31.696000,1.158059,340.520208,263.655931
31.704000,0.980659,338.819810,262.911987
31.712000,0.990327,341.444603,260.309202
31.720000,1.006441,339.935772,260.558036
31.728000,1.003218,338.545369,261.027884
31.736000,1.029000,338.415019,269.482384
31.744000,1.038718,339.922764,258.764610
31.752000,1.100000,339.580839,263.231575
31.760000,1.058054,338.861483,266.807130
31.768000,0.987105,334.729721,268.605420
31.776000,1.087109,343.031962,262.637007
31.784000,1.454850,334.345532,264.056087
31.792000,2.335505,342.055241,262.567996
31.800000,2.467736,342.863234,266.340752
31.808000,1.509686,338.529504,266.262412
31.816000,0.912882,334.642821,263.978764
31.824000,0.770932,336.303131,266.922636
31.832000,0.790318,340.940385,265.541252
31.840000,0.858045,341.084106,260.003564
31.848000,0.887100,335.291265,264.077417
31.856000,0.835486,337.996687,265.262010
31.864000,0.854823,333.588716,261.156832
31.872000,0.993550,336.832866,266.128139
31.880000,0.987105,340.295222,262.333441
31.888000,0.958050,339.815321,263.346711
31.896000,0.974163,340.123372,268.917060
31.904000,0.912882,339.357867,263.775413
31.912000,1.058054,338.772608,259.987475
31.920000,1.183841,331.934260,265.452504
31.928000,1.045164,338.356924,261.995378
31.936000,1.106445,338.495175,263.661950
31.944000,1.122559,341.275130,264.735284
31.952000,1.083886,341.436865,260.927830
31.960000,1.203227,341.018302,263.563215
31.968000,0.964495,342.952056,264.039113
31.976000,1.222564,339.939846,257.667429
31.984000,1.248396,342.251563,259.122400
31.992000,1.196782,339.188674,263.843557
32.000000,0.954827,341.969027,260.590944
32.008000,1.138723,340.678532,261.720098
32.016000,1.029000,343.181594,260.769084
32.024000,1.138723,341.161238,263.987045
32.032000,0.980659,336.717246,262.186508
32.040000,0.896768,334.927055,263.398968
32.048000,0.929046,341.522907,257.084130
32.056000,0.880655,341.082103,259.597549
32.064000,0.880655,339.763890,251.419853
32.072000,0.829041,339.993125,257.780657
